EMPLOYEE_ID,AGE,GENDER,SALARY
107066,30,Female,185000
969134,27,Male,140000
465860,31,Male,195000
54485,28,Female,160000
576950,26,Male,130000
820309,29,Female,180000
494311,32,Male,190000
289606,24,Male,90000
22217,27,Male,140000
332445,25,Female,110000
88528,30,Female,185000
641654,31,Male,195000
482459,28,Female,160000
655882,26,Male,130000
33480,29,Female,180000
38455,32,Male,190000
665088,24,Male,90000
637599,27,Male,140000
574975,25,Female,110000
830655,30,Female,185000
524228,31,Male,195000
33581,28,Female,160000
475612,26,Male,130000
564735,29,Female,180000
355693,32,Male,190000
670228,24,Male,90000
267554,27,Male,140000
580365,25,Female,110000
244250,30,Female,185000
929114,31,Male,195000
856033,28,Female,160000
871159,26,Male,130000
159609,29,Female,180000
737000,32,Male,190000
219541,24,Male,90000
969874,27,Male,140000
36208,25,Female,110000
84588,30,Female,185000
735385,31,Male,195000
339198,28,Female,160000
88589,26,Male,130000
921507,29,Female,180000
354746,32,Male,190000
574724,24,Male,90000
588177,27,Male,140000
441484,25,Female,110000
727237,30,Female,185000
532041,31,Male,195000
975348,28,Female,160000
188057,26,Male,130000
448858,29,Female,180000
779819,32,Male,190000
103450,24,Male,90000
903558,27,Male,140000
527052,25,Female,110000
835371,30,Female,185000
586202,31,Male,195000
945157,28,Female,160000
493672,26,Male,130000
984901,29,Female,180000
195171,32,Male,190000
745156,24,Male,90000
495413,27,Male,140000
966466,25,Female,110000
708416,30,Female,185000
817597,31,Male,195000
122613,28,Female,160000
377411,26,Male,130000
491544,29,Female,180000
395750,32,Male,190000
846066,24,Male,90000
556508,27,Male,140000
52872,25,Female,110000
940457,30,Female,185000
431653,31,Male,195000
930725,28,Female,160000
102664,26,Male,130000
99162,29,Female,180000
339040,32,Male,190000
985708,24,Male,90000
442204,27,Male,140000
660751,25,Female,110000
788328,30,Female,185000
625556,31,Male,195000
403968,28,Female,160000
335882,26,Male,130000
519762,29,Female,180000
901141,32,Male,190000
303068,24,Male,90000
813201,27,Male,140000
853685,25,Female,110000
785254,30,Female,185000
545128,32,Male,135000
20904,27,Female,180000
855984,40,Male,195000
206227,43,Male,198000
485624,29,Female,150000
738409,36,Male,162000
746269,31,Male,175000
820468,42,Female,197000
218577,33,Male,142000
956705,29,Female,182000
518691,41,Male,185000
798824,27,Male,160000
482574,32,Male,180000
570611,29,Female,150000
350624,30,Male,140000
415741,24,Male,100000
487214,27,Male,160000
351218,26,Male,120000
922684,30,Female,170000
571972,31,Male,190000
896109,28,Female,150000
974541,26,Female,120000
882115,30,Male,170000
37021,24,Male,95000
3173,25,Male,100000
361666,28,Male,150000
803658,26,Male,120000
921367,29,Female,150000
47280,32,Male,180000
237992,27,Male,160000
908241,31,Female,170000
884409,30,Male,140000
37522,24,Male,95000
739555,28,Female,150000
126026,26,Male,120000
330705,32,Male,180000
106886,25,Male,100000
582590,30,Female,170000
292231,27,Male,160000
769765,31,Male,190000
688602,28,Female,150000
445910,26,Male,120000
305715,29,Female,150000
669296,32,Male,180000
562112,24,Male,95000
212827,27,Male,160000
262334,25,Female,100000
252746,30,Female,170000
287155,31,Male,190000
413631,28,Female,150000
416419,26,Male,120000
798395,29,Female,150000
106392,32,Male,180000
706898,24,Male,95000
438387,27,Male,160000
3097,25,Female,100000
64036,30,Female,170000
473778,31,Male,190000
581496,28,Female,150000
300370,26,Male,120000
573583,29,Female,150000
213814,32,Male,180000
414383,24,Male,95000
800132,27,Male,160000
979920,25,Female,100000
467250,30,Female,170000
84349,31,Male,190000
709336,28,Female,150000
170451,26,Male,120000
205159,29,Female,150000
789901,32,Male,180000
785635,24,Male,95000
963391,27,Male,160000
301191,25,Female,100000
710339,30,Female,170000
844462,31,Male,190000
332075,28,Female,150000
701445,26,Male,120000
720120,29,Female,150000
747408,32,Male,180000
392877,24,Male,95000
148130,27,Male,160000
369372,25,Female,100000
67048,30,Female,170000
693688,31,Male,190000
275830,28,Female,150000
252393,26,Male,120000
149078,29,Female,150000
215836,32,Male,180000
226201,24,Male,95000
615169,27,Male,160000
449925,25,Female,100000
908529,30,Female,170000
828988,31,Male,190000
761848,28,Female,150000
188363,26,Male,120000
654833,29,Female,150000
453999,32,Male,180000
463051,24,Male,95000
76220,27,Male,160000
136301,25,Female,100000
264404,30,Female,170000
246144,31,Male,190000
594956,28,Female,150000
872338,26,Male,120000
475237,29,Female,150000
694854,32,Male,180000
906085,24,Male,95000
857127,27,Male,160000
806020,25,Female,100000
416733,30,Female,170000
711849,31,Male,190000
649650,28,Female,150000
776300,26,Male,120000
821269,29,Female,150000
566362,32,Male,180000
617536,24,Male,95000
553181,27,Male,160000
302473,25,Female,100000
879676,30,Female,170000
99293,31,Male,190000
960697,28,Female,150000
432489,26,Male,120000
814836,29,Female,150000
774683,32,Male,180000
901916,24,Male,95000
511981,27,Male,160000
95760,25,Female,100000
563641,30,Female,170000
173239,29,Male,180000
543314,27,Female,120000
960078,33,Male,195000
359721,28,Male,160000
687590,26,Female,100000
849174,30,Male,170000
160862,32,Female,185000
816201,29,Male,130000
397605,27,Male,150000
727970,28,Female,150000
482327,26,Male,110000
325947,30,Female,180000
518328,31,Male,185000
496749,29,Female,130000
670901,32,Male,190000
313949,28,Female,155000
533056,34,Male,195000
908768,25,Female,90000
241800,29,Female,120000
699276,31,Male,180000
463256,26,Female,100000
781301,33,Male,195000
944901,28,Male,160000
515718,27,Female,125000
454907,30,Male,170000
29442,32,Female,185000
926014,29,Male,130000
798834,27,Male,150000
360466,28,Female,150000
835285,26,Male,110000
714097,30,Female,180000
659033,31,Male,185000
546443,29,Female,130000
177660,32,Male,190000
370543,28,Female,155000
971127,34,Male,195000
754443,25,Female,90000
162344,29,Female,120000
656260,31,Male,180000
57011,26,Female,100000
446246,33,Male,195000
417792,28,Male,160000
726698,27,Female,125000
389028,30,Male,170000
468218,32,Female,185000
335114,29,Male,130000
932814,27,Male,150000
817024,28,Female,150000
285020,26,Male,110000
445280,30,Female,180000
178307,31,Male,185000
692153,29,Female,130000
303934,32,Male,190000
761380,28,Female,155000
103145,34,Male,195000
379272,25,Female,90000
494458,29,Female,120000
482567,31,Male,180000
363909,26,Female,100000
883612,33,Male,195000
857027,28,Male,160000
553426,27,Female,125000
769358,30,Male,170000
912515,32,Female,185000
708469,29,Male,130000
970797,27,Male,150000
373736,28,Female,150000
834998,26,Male,110000
411780,30,Female,180000
880832,31,Male,185000
868903,29,Female,130000
121783,32,Male,190000
439046,28,Female,155000
592239,34,Male,195000
654182,25,Female,90000
829068,29,Female,120000
79576,31,Male,180000
744915,26,Female,100000
906213,33,Male,195000
389702,28,Male,160000
670757,27,Female,125000
521814,30,Male,170000
787912,32,Female,185000
696715,29,Male,130000
652541,27,Male,150000
418836,28,Female,150000
774253,26,Male,110000
65844,30,Female,180000
791171,31,Male,185000
982662,29,Female,130000
126416,32,Male,190000
831688,28,Female,155000
428453,34,Male,195000
377523,25,Female,90000
762703,44,Male,190000
900245,61,Male,200000
550690,53,Male,195000
458148,50,Female,190000
722431,57,Male,195000
36499,62,Male,200000
427192,41,Female,185000
435346,49,Male,185000
961135,47,Male,180000
98863,62,Male,200000
197853,55,Male,190000
588814,50,Female,185000
568859,56,Male,195000
258791,45,Male,185000
831426,43,Female,160000
224008,62,Male,200000
575323,54,Male,195000
51160,60,Male,195000
580643,54,Female,190000
128365,57,Male,195000
146884,47,Male,175000
770650,58,Male,200000
596902,41,Male,175000
688052,61,Male,200000
237870,50,Female,190000
234035,53,Male,195000
307821,42,Male,180000
612470,54,Male,195000
350160,46,Female,180000
226128,54,Male,195000
582810,54,Male,190000
345786,62,Male,200000
524510,62,Male,200000
790377,58,Female,195000
220329,56,Male,195000
130910,49,Male,185000
584894,52,Female,190000
692137,50,Female,190000
144905,55,Male,190000
720455,46,Male,180000
388688,43,Male,180000
384761,41,Female,185000
219302,49,Male,185000
957771,56,Male,195000
230473,49,Male,185000
452166,50,Male,190000
912168,46,Male,180000
139950,54,Male,190000
761983,58,Male,200000
449436,54,Male,195000
808693,49,Male,185000
357088,54,Male,195000
221708,56,Male,195000
92946,43,Male,180000
193357,49,Male,185000
522822,46,Male,180000
984000,56,Male,195000
954161,54,Male,190000
354356,58,Male,195000
723449,52,Male,200000
690017,54,Male,190000
338802,57,Male,200000
781182,51,Male,190000
135699,46,Male,180000
4650,51,Male,190000
191653,54,Male,195000
868696,49,Male,185000
242970,50,Male,190000
494863,46,Male,180000
226519,54,Male,190000
840675,58,Male,200000
944302,54,Male,195000
601719,49,Male,185000
467239,54,Male,195000
52096,56,Male,195000
148772,43,Male,180000
483493,49,Male,185000
688768,54,Male,195000
463568,54,Male,195000
494468,49,Male,185000
440638,54,Male,195000
609469,56,Male,195000
540453,54,Male,195000
850248,49,Male,185000
337779,54,Male,195000
778205,49,Male,185000
527839,54,Male,195000
251135,54,Male,195000
41182,56,Female,210000
60096,49,Male,185000
632598,54,Male,190000
437062,54,Male,195000
543397,51,Male,190000
919661,49,Male,185000
902660,43,Male,180000
562298,49,Male,185000
845430,54,Male,195000
374060,54,Male,195000
923132,49,Male,185000
811904,54,Male,195000
820104,56,Male,195000
231655,54,Male,195000
111742,49,Male,185000
141104,54,Male,195000
961236,54,Male,195000
263468,49,Male,185000
360136,49,Male,185000
708947,54,Male,195000
661996,54,Male,195000
227886,49,Male,185000
85517,54,Male,195000
355775,56,Male,195000
96032,54,Male,195000
225589,49,Male,185000
89643,54,Male,195000
283013,41,Female,180000
187487,55,Male,210000
851590,44,Female,165000
665612,50,Male,195000
346759,55,Male,210000
611194,44,Female,165000
281075,50,Male,195000
508577,55,Male,210000
14807,44,Female,165000
541767,50,Male,195000
764851,55,Male,210000
90145,44,Female,165000
633095,50,Male,195000
726536,55,Male,210000
303133,44,Female,165000
425429,50,Male,195000
645719,55,Male,210000
951789,44,Female,165000
7599,50,Male,195000
246025,55,Male,210000
702801,42,Female,170000
246253,38,Male,155000
888276,48,Male,185000
454321,41,Male,170000
27631,39,Female,160000
125704,42,Male,190000
11221,45,Male,185000
172950,39,Female,160000
546913,42,Male,190000
786922,45,Male,185000
314808,39,Female,160000
367422,42,Male,190000
722390,45,Male,185000
894426,39,Female,160000
728849,42,Male,190000
358902,45,Male,185000
259496,39,Female,160000
888304,42,Male,190000
540874,45,Male,185000
583191,39,Female,160000
978500,42,Male,190000
870549,45,Male,185000
494441,39,Female,160000
77843,42,Male,190000
437136,45,Male,185000
720139,39,Female,160000
472942,42,Male,190000
568592,45,Male,185000
965232,39,Female,160000
155217,42,Male,190000
121692,45,Male,185000
886986,39,Female,160000
289064,40,Female,160000
889891,37,Male,150000
53314,47,Male,185000
706279,42,Male,170000
453612,39,Female,160000
545464,36,Male,135000
521471,46,Male,185000
505702,42,Male,170000
805395,39,Female,160000
684626,36,Male,135000
882267,46,Male,185000
121100,42,Male,170000
388884,39,Female,160000
679256,36,Male,135000
69046,46,Male,185000
905888,42,Male,170000
547924,39,Female,160000
815469,36,Male,135000
523808,46,Male,185000
468098,42,Male,170000
114328,39,Female,160000
70613,36,Male,135000
107495,46,Male,185000
165853,42,Male,170000
90751,39,Female,160000
972247,36,Male,135000
346682,46,Male,185000
317941,42,Male,170000
939107,37,Male,150000
413608,36,Male,135000
377035,46,Male,185000
308040,42,Male,170000
89273,39,Female,160000
384968,36,Male,135000
745106,46,Male,185000
253160,42,Male,170000
885626,39,Female,160000
996755,36,Male,135000
692151,46,Male,185000
919770,42,Male,170000
713393,39,Female,160000
734374,36,Male,135000
15560,46,Male,185000
445732,42,Male,170000
792684,39,Female,160000
529286,36,Male,135000
993004,46,Male,185000
491441,42,Male,170000
499398,39,Female,160000
392841,36,Male,135000
478385,46,Male,185000
700986,42,Male,170000
874888,39,Female,160000
387719,36,Male,135000
420488,46,Male,185000
963546,42,Male,170000
599,31,Male,130000
154622,42,Male,160000
933148,48,Male,200000
417265,37,Female,170000
127150,41,Male,180000
428855,37,Male,150000
392921,36,Male,135000
717992,46,Male,185000
928260,42,Male,170000
797453,39,Female,160000
230989,36,Male,135000
855413,46,Male,185000
913077,42,Male,170000
818494,39,Female,160000
684674,36,Male,135000
308278,50,Male,210000
496015,39,Female,170000
217829,48,Male,200000
779141,37,Female,170000
75529,41,Male,180000
74259,37,Male,150000
939483,36,Male,135000
924918,46,Male,185000
198040,42,Male,170000
227552,39,Female,160000
702967,36,Male,135000
444811,46,Male,185000
187353,42,Male,170000
94781,39,Female,160000
284005,36,Male,135000
717976,28,Male,75000
489329,33,Female,95000
121158,25,Female,60000
791171,38,Male,150000
894124,27,Male,70000
38714,33,Male,100000
403175,30,Female,90000
739332,35,Female,120000
67479,27,Female,70000
62566,34,Male,140000
826309,23,Female,50000
909689,25,Female,60000
682552,37,Male,160000
522621,28,Male,75000
783051,34,Male,100000
745687,30,Female,90000
999758,35,Female,120000
263546,27,Female,70000
486045,34,Male,140000
560457,23,Female,50000
987513,25,Female,60000
945714,37,Male,160000
861741,28,Male,75000
541622,34,Male,100000
912885,30,Female,90000
524336,35,Female,120000
530136,27,Female,70000
64224,34,Male,140000
687799,23,Female,50000
456671,25,Female,60000
900901,37,Male,160000
106430,28,Male,75000
155132,34,Male,100000
838764,30,Female,90000
695373,35,Female,120000
191274,27,Female,70000
267029,34,Male,140000
286128,23,Female,50000
730127,25,Female,60000
322133,37,Male,160000
256037,28,Male,75000
534686,34,Male,100000
133220,30,Female,90000
219348,35,Female,120000
816690,27,Female,70000
338017,34,Male,140000
837865,23,Female,50000
715413,25,Female,60000
544178,37,Male,160000
368691,28,Male,75000
329794,34,Male,100000
895637,30,Female,90000
885557,35,Female,120000
149647,27,Female,70000
934706,34,Male,140000
649111,23,Female,50000
659184,25,Female,60000
368675,37,Male,160000
391467,28,Male,75000
137200,34,Male,100000
395659,30,Female,90000
486232,35,Female,120000
953081,27,Female,70000
908770,34,Male,140000
146584,23,Female,50000
376739,25,Male,169159
343615,52,Male,161568
363654,50,Male,166512
419352,60,Female,179180
33669,57,Female,191790
443344,53,Male,181714
670963,23,Male,119836
724266,60,Female,188651
727614,44,Male,172955
524893,41,Female,138662
122452,54,Male,188484
35795,39,Male,142360
67371,32,Male,104661
94023,25,Male,169159
59295,52,Male,161568
214106,50,Male,166512
897946,60,Female,179180
534165,57,Female,191790
192166,53,Male,181714
647596,23,Male,119836
896978,60,Female,188651
445411,44,Male,172955
304105,41,Female,138662
113551,54,Male,188484
795512,39,Male,142360
239342,32,Male,104661
924332,46,Female,168304
111504,55,Female,183138
594232,43,Female,155944
590890,49,Male,182237
932209,52,Female,194214
37058,24,Male,106132
635185,47,Male,173582
109440,38,Female,144496
139716,44,Female,161621
553761,23,Male,52612
890053,40,Male,149748
442959,52,Male,185462
611390,54,Female,191818
22039,29,Male,106662
295783,39,Female,143814
388395,51,Male,191159
502425,52,Female,180958
850101,56,Female,197354
23229,38,Male,141735
248203,44,Female,157872
763378,45,Female,172925
709015,23,Male,579
464892,26,Female,65000
387908,33,Male,120000
95032,41,Male,190000
647979,35,Female,140000
440885,37,Female,160000
435550,24,Female,60000
736961,31,Male,130000
810639,27,Female,65000
542965,33,Female,100000
81694,22,Male,50000
212085,28,Female,70000
123031,34,Female,140000
223570,25,Male,60000
899153,37,Female,150000
747259,28,Male,70000
616616,34,Male,100000
96968,30,Female,90000
37903,35,Female,120000
73555,27,Female,70000
821647,34,Male,140000
906449,23,Female,50000
138523,25,Female,60000
770997,37,Male,160000
997128,28,Male,75000
590479,34,Male,100000
401555,30,Female,90000
293529,35,Female,120000
151308,27,Female,70000
308069,34,Male,140000
948521,23,Female,50000
457687,25,Female,60000
850204,37,Male,160000
480544,28,Male,75000
614289,34,Male,100000
870057,30,Female,90000
312279,35,Female,120000
532711,27,Female,70000
783229,34,Male,140000
696021,23,Female,50000
243679,25,Female,60000
293547,37,Male,160000
270647,28,Male,75000
364409,34,Male,100000
498120,30,Female,90000
479601,35,Female,120000
937259,27,Female,70000
7578,34,Male,140000
371115,23,Female,50000
907474,25,Female,60000
611039,37,Male,160000
358075,28,Male,75000
639298,34,Male,100000
890972,30,Female,90000
245582,35,Female,120000
961505,27,Female,70000
119942,34,Male,140000
621776,23,Female,50000
264424,25,Female,60000
284203,37,Male,160000
87345,28,Male,75000
906304,34,Male,100000
798672,30,Female,90000
59639,35,Female,120000
854667,27,Female,70000
802186,45,Male,163780
799087,46,Female,174821
156733,55,Female,190543
461295,43,Female,156486
465337,49,Male,182392
837268,52,Female,194778
456113,24,Male,106686
159261,47,Male,174985
48506,38,Female,145052
736695,44,Female,162454
841637,23,Male,52612
277332,40,Male,150301
277660,52,Male,185982
256455,54,Female,191510
11520,34,Male,146075
337947,49,Female,178684
307818,23,Male,52779
857324,40,Male,151670
616710,52,Male,190596
398182,54,Female,191267
317222,34,Male,146075
232515,49,Female,178684
602518,23,Male,52779
695230,40,Male,151670
310325,52,Male,190596
996640,54,Female,191267
276730,45,Male,163780
200976,46,Female,174821
731678,55,Female,190543
197156,43,Female,156486
277708,49,Male,182392
700769,52,Female,194778
529613,24,Male,106686
964534,47,Male,174985
893114,38,Female,145052
321125,44,Female,162454
130333,23,Male,52612
866913,40,Male,150301
569123,52,Male,185982
267242,54,Female,191510
880170,34,Male,146075
126523,49,Female,178684
458493,23,Male,52779
742340,40,Male,151670
560154,52,Male,190596
374327,54,Female,191267
684196,34,Male,146075
549874,49,Female,178684
152302,23,Male,52779
781222,40,Male,151670
163733,52,Male,190596
870108,54,Female,191267
85556,45,Male,163780
151915,46,Female,174821
762309,55,Female,190543
891093,43,Female,156486
400626,49,Male,182392
924907,52,Female,194778
313765,24,Male,106686
845504,47,Male,174985
275438,38,Female,145052
813878,44,Female,162454
305230,23,Male,52612
731229,40,Male,150301
480062,52,Male,185982
719265,54,Female,191510
59536,48,Male,188288
244994,41,Male,148727
260750,45,Male,170226
796587,54,Male,184660
359323,38,Male,154990
849871,48,Male,192211
4864,54,Male,182013
514379,45,Female,183530
567073,41,Male,151310
693107,26,Male,60000
678093,33,Female,90000
282439,36,Female,130000
534351,29,Male,80000
488869,34,Male,100000
293547,30,Female,90000
812712,35,Female,120000
332846,27,Female,70000
772666,34,Male,140000
529403,23,Female,50000
770976,25,Female,60000
417819,37,Male,160000
801364,28,Male,75000
327883,34,Male,100000
393774,30,Female,90000
116050,35,Female,120000
535970,27,Female,70000
330421,34,Male,140000
170313,23,Female,50000
460578,25,Female,60000
561198,37,Male,160000
544536,28,Male,75000
389877,34,Male,100000
266015,30,Female,90000
608926,35,Female,120000
830990,27,Female,70000
278662,34,Male,140000
555467,23,Female,50000
25223,25,Female,60000
945511,37,Male,160000
902099,28,Male,75000
575959,34,Male,100000
472830,30,Female,90000
877216,35,Female,120000
962399,27,Female,70000
821229,34,Male,140000
957007,23,Female,50000
897443,25,Female,60000
449755,37,Male,160000
36498,28,Male,75000
454456,34,Male,100000
938734,30,Female,90000
300343,35,Female,120000
926958,27,Female,70000
578882,34,Male,140000
125726,23,Female,50000
964881,25,Female,60000
525465,37,Male,160000
393978,28,Male,75000
185052,34,Male,100000
338203,30,Female,90000
432837,35,Female,120000
859133,27,Female,70000
389858,34,Male,140000
674908,23,Female,50000
595682,25,Female,60000
466161,37,Male,160000
534080,28,Male,75000
569181,34,Male,100000
3292,30,Female,90000
791834,35,Female,120000
666228,27,Female,70000
460137,34,Male,140000
827452,30,Female,80000
943836,35,Female,120000
618098,27,Female,70000
432506,34,Male,140000
545057,23,Female,50000
60579,25,Female,60000
966013,37,Male,160000
287198,28,Male,75000
